CustomerKey,GeographyKey,CustomerAlternateKey,Gender,Fullname,BirthDate,MaritalStatus,EmailAddress,YearlyIncome,EnglishEducation,EnglishOccupation,DateFirstPurchase
21187,16,AW00021187,M,Mr. Darrell J Luo,1975-10-13,M,darrell14@adventure-works.com,60000,Bachelors,Professional,2013-07-01
21188,32,AW00021188,M,Mr. Clifford  Sanchez,1970-01-16,M,clifford19@adventure-works.com,60000,Bachelors,Professional,2013-05-30
21191,14,AW00021191,M,Mr. Willie  Lu,1967-07-23,M,willie9@adventure-works.com,60000,Bachelors,Professional,2012-01-03
21193,11,AW00021193,M,Mr. Philip  Hernandez,1973-01-11,M,philip3@adventure-works.com,60000,Bachelors,Professional,2011-12-29
21195,37,AW00021195,M,Mr. Rafael N Xu,1973-01-11,M,rafael28@adventure-works.com,60000,Bachelors,Professional,2012-01-13
21967,19,AW00021967,M,Mr. Charles E Sanders,1970-10-07,M,charles50@adventure-works.com,60000,Bachelors,Professional,2013-11-30
21971,23,AW00021971,M,Mr. Warren  Shan,1969-11-21,M,warren41@adventure-works.com,60000,Bachelors,Professional,2013-07-12
21975,30,AW00021975,M,Mr. Alfredo  Ruiz,1974-01-01,M,alfredo3@adventure-works.com,60000,Bachelors,Professional,2013-12-28
21979,31,AW00021979,M,Mr. Philip M Gutierrez,1973-09-12,M,philip11@adventure-works.com,60000,Bachelors,Professional,2012-04-09
22896,616,AW00022896,M,Mr. Logan H Miller,1963-09-16,M,logan57@adventure-works.com,60000,Bachelors,Professional,2013-04-01
22899,316,AW00022899,M,Mr. Charles R Carter,1963-11-18,M,charles38@adventure-works.com,60000,Bachelors,Professional,2013-04-30
22907,14,AW00022907,M,Mr. Barry  Sai,1973-08-21,M,barry6@adventure-works.com,60000,Bachelors,Professional,2012-06-03
22920,23,AW00022920,M,Mr. Calvin  Andersen,1970-08-25,M,calvin12@adventure-works.com,60000,Bachelors,Professional,2013-11-26
22923,23,AW00022923,M,Mr. Mason E Lopez,1975-01-22,M,mason33@adventure-works.com,60000,Bachelors,Professional,2013-12-28
23400,348,AW00023400,M,Mr. Andrew G Lee,1981-08-30,M,andrew29@adventure-works.com,60000,Bachelors,Professional,2013-12-16
23401,68,AW00023401,M,Mr. Evan  Brooks,1970-03-13,M,evan1@adventure-works.com,60000,Bachelors,Professional,2013-09-12
23413,22,AW00023413,M,Mr. Max  Ortega,1974-01-02,M,max20@adventure-works.com,60000,Bachelors,Professional,2012-07-19
23525,17,AW00023525,M,Mr. Derrick P Rubio,1967-10-19,M,derrick19@adventure-works.com,60000,Bachelors,Professional,2012-08-21
24357,300,AW00024357,M,Mr. Eric N Baker,1974-09-08,M,eric50@adventure-works.com,60000,Bachelors,Professional,2013-05-13
24358,361,AW00024358,M,Mr. Kevin D Green,1963-08-08,M,kevin52@adventure-works.com,60000,Bachelors,Professional,2013-05-24
24361,20,AW00024361,M,Mr. Francisco  Rodriguez,1974-05-17,M,francisco21@adventure-works.com,60000,Bachelors,Professional,2012-11-13
24373,35,AW00024373,M,Mr. Steven  Reed,1971-02-09,M,steven30@adventure-works.com,60000,Bachelors,Professional,2013-07-30
24382,33,AW00024382,M,Mr. Patrick W Sanchez,1975-02-16,M,patrick22@adventure-works.com,60000,Bachelors,Professional,2013-07-26
24455,33,AW00024455,M,Mr. Alejandro M Chander,1970-03-11,M,alejandro40@adventure-works.com,60000,Bachelors,Professional,2013-04-15
24585,32,AW00024585,M,Mr. Harold  Patel,1981-02-11,M,harold1@adventure-works.com,60000,Bachelors,Professional,2012-12-18
25101,57,AW00025101,M,Mr. Wyatt A Baker,1981-04-13,M,wyatt36@adventure-works.com,60000,Bachelors,Professional,2014-01-02
25108,19,AW00025108,M,Mr. Gary B Gill,1974-05-06,M,gary24@adventure-works.com,60000,Bachelors,Professional,2012-09-29
25113,12,AW00025113,M,Mr. Randy  Gao,1973-10-15,M,randy17@adventure-works.com,60000,Bachelors,Professional,2012-10-19
25128,22,AW00025128,M,Mr. Clifford  Sai,1970-12-21,M,clifford6@adventure-works.com,60000,Bachelors,Professional,2013-08-24
25139,20,AW00025139,M,Mr. Carlos M. Short,1975-08-22,M,carlos0@adventure-works.com,60000,Bachelors,Professional,2013-10-18
25212,35,AW00025212,M,Mr. Alberto L Ruiz,1968-12-29,M,alberto3@adventure-works.com,60000,Bachelors,Professional,2013-11-15
25809,13,AW00025809,M,Mr. Nicholas A Williams,1981-05-25,M,nicholas4@adventure-works.com,60000,Bachelors,Professional,2013-08-27
26006,607,AW00026006,M,Mr. Garrett  Peterson,1965-04-22,M,garrett10@adventure-works.com,60000,Bachelors,Professional,2013-11-25
26007,347,AW00026007,M,Mr. Jesse  Morgan,1970-04-04,M,jesse13@adventure-works.com,60000,Bachelors,Professional,2013-06-07
26015,331,AW00026015,M,Mr. Gabriel  Chow,1963-10-20,M,gabriel22@adventure-works.com,60000,Bachelors,Professional,2011-10-04
26130,31,AW00026130,M,Mr. Ronnie  Liu,1975-11-10,M,ronnie3@adventure-works.com,60000,Bachelors,Professional,2013-03-23
26131,39,AW00026131,M,Mr. Lawrence C Suarez,1969-04-24,M,lawrence18@adventure-works.com,60000,Bachelors,Professional,2012-02-06
26636,539,AW00026636,M,Mr. Miguel  Walker,1964-11-14,M,miguel23@adventure-works.com,60000,Bachelors,Professional,2013-07-26
26637,316,AW00026637,M,Mr. Thomas C Robinson,1964-09-23,M,thomas58@adventure-works.com,60000,Bachelors,Professional,2014-01-02
26643,66,AW00026643,M,Mr. Benjamin G Miller,1964-04-11,M,benjamin40@adventure-works.com,60000,Bachelors,Professional,2011-05-27
26660,22,AW00026660,M,Mr. Kern A Sutton,1973-08-21,M,kern0@adventure-works.com,60000,Bachelors,Professional,2012-07-25
26739,10,AW00026739,M,Mr. Corey  Shen,1969-11-09,M,corey2@adventure-works.com,60000,Bachelors,Professional,2013-03-04
26740,23,AW00026740,M,Mr. Donald A Lopez,1974-11-17,M,donald18@adventure-works.com,60000,Bachelors,Professional,2012-08-24
26744,21,AW00026744,M,Mr. Mitchell  Yuan,1973-08-08,M,mitchell6@adventure-works.com,60000,Bachelors,Professional,2012-07-31
27149,40,AW00027149,M,Mr. Jeffery M She,1969-10-10,M,jeffery23@adventure-works.com,60000,Bachelors,Professional,2013-10-06
27563,552,AW00027563,M,Mr. Devin  Bennett,1964-07-22,M,devin67@adventure-works.com,60000,Bachelors,Professional,2013-06-28
27566,374,AW00027566,M,Mr. Tristan  Long,1965-03-26,M,tristan10@adventure-works.com,60000,Bachelors,Professional,2013-06-19
27590,35,AW00027590,M,Mr. Dominic B Lopez,1972-10-19,M,dominic17@adventure-works.com,60000,Bachelors,Professional,2013-12-23
27685,35,AW00027685,M,Mr. Alfredo  Torres,1974-11-13,M,alfredo13@adventure-works.com,60000,Bachelors,Professional,2013-12-13
27686,5,AW00027686,M,Mr. Vincent M Zhang,1968-11-15,M,vincent1@adventure-works.com,60000,Bachelors,Professional,2014-01-28
27694,19,AW00027694,M,Mr. Lee L Gill,1967-11-14,M,lee12@adventure-works.com,60000,Bachelors,Professional,2013-12-18
27696,15,AW00027696,M,Mr. Ruben  Rana,1968-03-31,M,ruben12@adventure-works.com,60000,Bachelors,Professional,2013-12-07
28187,338,AW00028187,M,Mr. Aaron  Chen,1970-11-09,M,aaron25@adventure-works.com,60000,Bachelors,Professional,2013-07-13
28198,66,AW00028198,M,Mr. Jared V Moyer,1963-08-10,M,jared16@adventure-works.com,60000,Bachelors,Professional,2011-08-12
28211,26,AW00028211,M,Mr. Randall M Suarez,1974-04-23,M,randall21@adventure-works.com,60000,Bachelors,Professional,2013-04-11
28717,12,AW00028717,M,Mr. Calvin E Anand,1971-01-18,M,calvin21@adventure-works.com,60000,Bachelors,Professional,2013-04-30
28922,31,AW00028922,M,Mr. Brent  Ye,1981-05-12,M,brent9@adventure-works.com,60000,Bachelors,Professional,2013-08-21
29162,548,AW00029162,M,Mr. Xavier  Murphy,1975-08-09,M,xavier82@adventure-works.com,60000,Bachelors,Professional,2013-05-20
29182,14,AW00029182,M,Mr. Wesley K Xu,1979-12-23,M,wesley12@adventure-works.com,60000,Bachelors,Professional,2013-08-30
29185,19,AW00029185,M,Mr. Warren R Li,1974-03-21,M,warren20@adventure-works.com,60000,Bachelors,Professional,2013-09-16
29187,32,AW00029187,M,Mr. Jerome L Ramos,1973-10-10,M,jerome16@adventure-works.com,60000,Bachelors,Professional,2013-10-23
29288,3,AW00029288,M,Mr. Glenn  Lin,1981-04-13,M,glenn8@adventure-works.com,60000,Bachelors,Professional,2014-01-25
11737,355,AW00011737,F,Ms. Megan A Martin,1970-02-04,M,megan17@adventure-works.com,60000,Bachelors,Professional,2013-02-14
11744,372,AW00011744,F,Ms. Stephanie D Campbell,1964-03-06,M,stephanie54@adventure-works.com,60000,Bachelors,Professional,2013-04-13
11745,644,AW00011745,F,Ms. Allison  Gonzalez,1964-04-11,M,allison31@adventure-works.com,60000,Bachelors,Professional,2011-10-10
11750,10,AW00011750,F,Ms. Latoya A She,1984-09-17,M,latoya0@adventure-works.com,60000,Bachelors,Professional,2011-07-14
11886,369,AW00011886,F,Ms. Katelyn  Parker,1963-07-20,M,katelyn30@adventure-works.com,60000,Bachelors,Professional,2011-10-28
11913,37,AW00011913,F,Ms. Rebecca A. Robinson,1970-12-09,M,rebecca3@adventure-works.com,60000,Bachelors,Professional,2013-12-03
11918,2,AW00011918,F,Ms. Kaylee L Hill,1969-08-31,M,kaylee35@adventure-works.com,60000,Bachelors,Professional,2011-10-13
12343,9,AW00012343,F,Ms. Gloria  Ruiz,1979-12-02,M,gloria4@adventure-works.com,60000,Bachelors,Professional,2012-01-17
12665,33,AW00012665,F,Ms. Joy B Suarez,1981-04-03,M,joy18@adventure-works.com,60000,Bachelors,Professional,2013-06-29
12983,329,AW00012983,F,Ms. Gabriella  Carter,1969-12-17,M,gabriella33@adventure-works.com,60000,Bachelors,Professional,2013-03-03
12997,3,AW00012997,F,Ms. Nina  Xie,1973-11-08,M,nina3@adventure-works.com,60000,Bachelors,Professional,2013-07-05
13009,35,AW00013009,F,Ms. Mindy J She,1970-09-08,M,mindy4@adventure-works.com,60000,Bachelors,Professional,2013-09-17
13010,27,AW00013010,F,Ms. Erica E Ye,1976-08-12,M,erica9@adventure-works.com,60000,Bachelors,Professional,2012-04-27
13105,32,AW00013105,F,Ms. Whitney  Kovár,1967-12-30,M,whitney4@adventure-works.com,60000,Bachelors,Professional,2012-06-10
13106,7,AW00013106,F,Ms. Ebony  Munoz,1973-07-04,M,ebony30@adventure-works.com,60000,Bachelors,Professional,2012-06-16
13107,20,AW00013107,F,Ms. Mary L Nelson,1968-01-08,M,mary22@adventure-works.com,60000,Bachelors,Professional,2012-06-03
13109,21,AW00013109,F,Ms. Cheryl  Navarro,1973-08-08,M,cheryl12@adventure-works.com,60000,Bachelors,Professional,2012-06-18
13621,39,AW00013621,F,Ms. Melody  Ruiz,1979-08-01,M,melody2@adventure-works.com,60000,Bachelors,Professional,2013-07-23
13669,23,AW00013669,F,Ms. Kristy  Gill,1968-08-30,M,kristy12@adventure-works.com,60000,Bachelors,Professional,2013-04-20
13974,9,AW00013974,F,Ms. Tina S Chandra,1970-03-25,M,tina4@adventure-works.com,60000,Bachelors,Professional,2012-07-18
14049,23,AW00014049,F,Ms. Gina  Hernandez,1968-03-06,M,gina4@adventure-works.com,60000,Bachelors,Professional,2012-07-31
14303,13,AW00014303,F,Ms. Briana J Ramos,1967-12-18,M,briana14@adventure-works.com,60000,Bachelors,Professional,2012-09-19
14304,35,AW00014304,F,Ms. Jacquelyn  Jimenez,1973-02-11,M,jacquelyn5@adventure-works.com,60000,Bachelors,Professional,2012-09-26
14658,69,AW00014658,F,Ms. Chloe J Green,1969-05-22,M,chloe12@adventure-works.com,60000,Bachelors,Professional,2013-06-04
14660,547,AW00014660,F,Ms. Gabrielle  Howard,1969-03-02,M,gabrielle11@adventure-works.com,60000,Bachelors,Professional,2011-07-19
14661,56,AW00014661,F,Ms. Jade D Ward,1963-10-04,M,jade9@adventure-works.com,60000,Bachelors,Professional,2013-05-02
14671,6,AW00014671,F,Ms. Cristina M Lal,1978-08-05,M,cristina8@adventure-works.com,60000,Bachelors,Professional,2012-09-25
14683,28,AW00014683,F,Ms. Molly  Sai,1970-05-26,M,molly6@adventure-works.com,60000,Bachelors,Professional,2013-03-01
14686,17,AW00014686,F,Ms. Casey A Raje,1969-06-12,M,casey15@adventure-works.com,60000,Bachelors,Professional,2013-04-13
15208,5,AW00015208,F,Ms. Colleen E Luo,1968-04-03,M,colleen30@adventure-works.com,60000,Bachelors,Professional,2012-10-05
15560,611,AW00015560,F,Ms. Gabrielle E Gray,1964-09-17,M,gabrielle15@adventure-works.com,60000,Bachelors,Professional,2013-05-11
15572,54,AW00015572,F,Ms. Anna B Garcia,1963-09-16,M,anna54@adventure-works.com,60000,Bachelors,Professional,2013-07-03
16143,329,AW00016143,F,Ms. Sara A Evans,1964-09-15,M,sara25@adventure-works.com,60000,Bachelors,Professional,2013-04-15
16150,331,AW00016150,F,Ms. Nicole  Thompson,1974-08-09,M,nicole16@adventure-works.com,60000,Bachelors,Professional,2013-11-11
16151,648,AW00016151,F,Ms. Chloe  Sanchez,1968-12-30,M,chloe46@adventure-works.com,60000,Bachelors,Professional,2013-11-01
16160,7,AW00016160,F,Ms. Erika  Hernandez,1973-12-18,M,erika3@adventure-works.com,60000,Bachelors,Professional,2012-12-09
16161,31,AW00016161,F,Ms. Jodi  Deng,1974-02-21,M,jodi1@adventure-works.com,60000,Bachelors,Professional,2012-12-15
16184,20,AW00016184,F,Ms. Christine  She,1969-12-04,M,christine0@adventure-works.com,60000,Bachelors,Professional,2013-09-28
16605,13,AW00016605,F,Ms. Toni  Randall,1981-05-09,M,toni11@adventure-works.com,60000,Bachelors,Professional,2013-03-11
16686,7,AW00016686,F,Ms. Kristine  Alonso,1968-01-12,M,kristine9@adventure-works.com,60000,Bachelors,Professional,2011-02-02
17031,322,AW00017031,F,Ms. Grace L Thomas,1965-05-24,M,grace10@adventure-works.com,60000,Bachelors,Professional,2013-04-09
17032,301,AW00017032,F,Ms. Alexandria  Flores,1965-05-05,M,alexandria12@adventure-works.com,60000,Bachelors,Professional,2013-10-13
17039,337,AW00017039,F,Ms. Ariana  Watson,1963-10-14,M,ariana0@adventure-works.com,60000,Bachelors,Professional,2013-05-06
17043,627,AW00017043,F,Ms. Isabella K Bennett,1974-09-22,M,isabella12@adventure-works.com,60000,Bachelors,Professional,2013-05-02
17051,20,AW00017051,F,Ms. Jessie J Ortega,1973-08-25,M,jessie41@adventure-works.com,60000,Bachelors,Professional,2011-02-03
17066,26,AW00017066,F,Ms. Lori  Serrano,1970-10-06,M,lori17@adventure-works.com,60000,Bachelors,Professional,2013-08-05
